"","First","Last","Gender","Team","Meet","EventNo","Distance","Course","Stroke","PrelimPlace","FinalPlace","SeedTime","PrelimTime","FinalTime","LogSeedTime","LogPrelimTime","LogFinalTime"
"4510","Polina","Rukosuev","F","BAMA","2020 SEC","9","500","Y","Free","45",NA,299.75,295.92,NA,5.70294879390762,5.6900891475242,NA
"4610","Jocelyn","Fisher","F","BAMA","2020 SEC","9","500","Y","Free","46",NA,302.85,295.96,NA,5.71323763342696,5.69022431005735,NA
"4710","Rachel","Rodriguez","F","UARK","2020 SEC","9","500","Y","Free","47",NA,295.95,296.11,NA,5.69019052113673,5.69073100691147,NA
"4810","Kit","Hanley","F","LSU","2020 SEC","9","500","Y","Free","48",NA,295.6,296.72,NA,5.68900718907405,5.69278893318134,NA
"4910","Alyssa","Helak","F","LSU","2020 SEC","9","500","Y","Free","49",NA,297.62,296.99,NA,5.6958175050019,5.69369846820218,NA
"5010","Alyssa","Lemon","F","UARK","2020 SEC","9","500","Y","Free","50",NA,299.98,299.32,NA,5.70371580576721,5.70151323521216,NA
"5110","Abigail","Burke","F","VU","2020 SEC","9","500","Y","Free","51",NA,301.82,299.7,NA,5.7098308131904,5.70278197432262,NA
"5210","Lara","Hernandez-Tome","F","VU","2020 SEC","9","500","Y","Free","52",NA,298.51,300.18,NA,5.69880343310904,5.70438229472817,NA
"5310","Jolee","Liles","F","LSU","2020 SEC","9","500","Y","Free","53",NA,290.82,301.06,NA,5.67270451908534,5.70730958043236,NA
"5410","Krislyn","Porter","F","VU","2020 SEC","9","500","Y","Free","54",NA,300.59,301.2,NA,5.70574720996579,5.70777449592574,NA
"5510","Namilla","Sanchez","F","VU","2020 SEC","9","500","Y","Free","55",NA,306.94,306.57,NA,5.72665228874695,5.72544611429223,NA
"5610","Alixandra","Roy","F","VU","2020 SEC","9","500","Y","Free","56",NA,298.54,307.53,NA,5.69890392720509,5.72857264346342,NA
"5710","Sophie","Halper","F","VU","2020 SEC","9","500","Y","Free","57",NA,308.62,310.08,NA,5.73211074664306,5.7368303287024,NA
"5810","Meghan","Small","F","TENN","2020 SEC","11","200","Y","Medley","3","1",114.49,114.43,112.14,4.74048748293572,4.73996328232962,4.71974809069553
"5910","Zoie","Hartman","F","UGA","2020 SEC","11","200","Y","Medley","1","2",113.69,114.22,113.05,4.73347544614102,4.73812641323672,4.72783019872398
"6010","Asia","Seidt","F","UKY","2020 SEC","11","200","Y","Medley","2","3",115.62,114.43,113.7,4.75030895165433,4.73996328232962,4.73356340075649
"6110","Tess","Cieplucha","F","TENN","2020 SEC","11","200","Y","Medley","4","4",116.54,115.32,113.89,4.75823456171493,4.7477108727702,4.73523307028626
"6210","Jing","Quah","F","TA&M","2020 SEC","11","200","Y","Medley","5","5",120.21,116.17,116.49,4.78924021331616,4.75505463552538,4.75780543241169
"6310","Danielle","DellaTorre","F","UGA","2020 SEC","11","200","Y","Medley","6","6",116.85,116.24,116.55,4.76089106098487,4.75565701926203,4.75832036548177
"6410","Bailey","Bonnett","F","UKY","2020 SEC","11","200","Y","Medley","8","7",117.34,116.68,117.46,4.76507570349771,4.75943514499952,4.76609785009437
"6510","Caroline","Theil","F","TA&M","2020 SEC","11","200","Y","Medley","7","8",118.71,116.67,117.51,4.77668354406544,4.75934943683577,4.76652343634585
"6610","Vanessa","Pearl","F","FLOR","2020 SEC","11","200","Y","Medley","9","9",118.64,116.76,114.8,4.77609369782968,4.76012054598591,4.74319148388547
"6710","Sophie","Sorenson","F","UKY","2020 SEC","11","200","Y","Medley","11","10",121.12,117.8,116.5,4.79678178968914,4.76898827121749,4.75789127300576
"6810","Trude","Rothrock","F","TENN","2020 SEC","11","200","Y","Medley","10","11",118.24,116.79,116.82,4.77271645719989,4.76037745029047,4.76063428861216
"7010","Callie","Dickinson","F","UGA","2020 SEC","11","200","Y","Medley","16","13",118.27,118.45,117.79,4.77297014626303,4.77449093060479,4.76890337797069
"7110","Kelly","Fertel","F","FLOR","2020 SEC","11","200","Y","Medley","14","14",116.29,118.32,118.56,4.75608707130495,4.77339281840254,4.77541916154778
"7210","Amanda","Smith","F","MIZZ","2020 SEC","11","200","Y","Medley","15","15",119.28,118.43,119.08,4.78147367045648,4.7743220687334,4.77979553614758
"7310","Nikol","Popov","F","TENN","2020 SEC","11","200","Y","Medley","13","16",119.74,117.83,119.74,4.78532272549721,4.76924290772525,4.78532272549721
"7410","Cat","Wright","F","BAMA","2020 SEC","11","200","Y","Medley","18","17",120.47,118.65,117.65,4.79140075927876,4.77617798288177,4.76771411517337
"7510","Camryn","Toney","F","TA&M","2020 SEC","11","200","Y","Medley","19","18",120.35,119.13,117.76,4.79040416422908,4.78021533381127,4.76864865498057
"7610","Golding","Kathleen","F","FLOR","2020 SEC","11","200","Y","Medley","20","19",118.28,119.18,118.18,4.77305469498428,4.78063495531883,4.77220888591753
"778","Higgs","Alubury","F","SCAR","2020 SEC","11","200","Y","Medley","17","20",119.73,118.58,118.18,4.78523920772875,4.77558783827922,4.77220888591753
"782","Nicole","Rozier","F","LSU","2020 SEC","11","200","Y","Medley","23","21",119.66,119.35,118.43,4.78465438796189,4.78206035278484,4.7743220687334
"7910","Lauren","Poole","F","UKY","2020 SEC","11","200","Y","Medley","22","22",120.64,119.22,119.45,4.79281090425965,4.78097052579178,4.78289787377182
"8010","Claudia","Thamm","F","AUB","2020 SEC","11","200","Y","Medley","24","23",120.08,119.44,119.87,4.78815818732521,4.78281415323093,4.78640782221901
"8110","Kinsey","Hallie","F","SCAR","2020 SEC","11","200","Y","Medley","21","23",123.76,119.2,120.41,4.81834420626481,4.78080275463125,4.79090258590413
"8210","Grace","Wey","F","TA&M","2020 SEC","11","200","Y","Medley","25",NA,126.59,119.48,NA,4.84095351764874,4.78314899334791,NA
"8310","Jessica","Merritt","F","AUB","2020 SEC","11","200","Y","Medley","26",NA,119.66,119.71,NA,4.78465438796189,4.78507215126328,NA
"8410","Mallory","Underwood","F","BAMA","2020 SEC","11","200","Y","Medley","27",NA,120.84,119.84,NA,4.79446735651847,4.78615751976891,NA
"8510","Niamh","Robinson","F","LSU","2020 SEC","11","200","Y","Medley","28",NA,118.92,119.96,NA,4.7784509981299,4.78715835388081,NA
"862","Anna","Belousova","F","TA&M","2020 SEC","11","200","Y","Medley","29",NA,119.77,119.98,NA,4.78557323695942,4.78732506222495,NA
"8710","Portia","Brown","F","UGA","2020 SEC","11","200","Y","Medley","30",NA,117.23,120.11,NA,4.76413781708374,4.7884079895664,NA
"8810","Mari","Kraus","F","SCAR","2020 SEC","11","200","Y","Medley","31",NA,122.59,120.44,NA,4.8088454541069,4.79115170361353,NA
"8910","Carly","Cummings","F","AUB","2020 SEC","11","200","Y","Medley","32",NA,119.16,120.56,NA,4.78046712784508,4.79214755431824,NA
"9010","Val","Tarazi","F","AUB","2020 SEC","11","200","Y","Medley","33",NA,122.04,120.6,NA,4.80434885984847,4.79247928429309,NA
"9110","Danika","Katzer","F","TENN","2020 SEC","11","200","Y","Medley","34",NA,119.37,120.71,NA,4.78222791310695,4.79339097471304,NA
"9210","Sammie","Burchill","F","UGA","2020 SEC","11","200","Y","Medley","35",NA,125.47,120.78,NA,4.83206668617161,4.79397070887975,NA
"9310","Danielle","Hepler","F","MIZZ","2020 SEC","11","200","Y","Medley","36",NA,121.43,121.37,NA,4.79933796506573,4.79884373111827,NA
"9410","Lauren","Edelman","F","UKY","2020 SEC","11","200","Y","Medley","37",NA,121.79,121.7,NA,4.80229825009902,4.80155899999348,NA
"9510","Jaden","Bellina","F","AUB","2020 SEC","11","200","Y","Medley","38",NA,121.74,121.73,NA,4.80188762306578,4.8018054774215,NA
"9610","Abigail","Koczo","F","BAMA","2020 SEC","11","200","Y","Medley","39",NA,121.98,121.85,NA,4.80385709686831,4.80279078007122,NA
"9710","Brittany","Thompson","F","LSU","2020 SEC","11","200","Y","Medley","40",NA,122.73,122.11,NA,4.80998682060942,4.80492227784493,NA
"9810","Olivia","Paskulin","F","LSU","2020 SEC","11","200","Y","Medley","40",NA,122.97,122.11,NA,4.81194042318436,4.80492227784493,NA
"9910","CJ","Kovac","F","MIZZ","2020 SEC","11","200","Y","Medley","42",NA,122.75,122.34,NA,4.81014976667463,4.80680405381442,NA
"10010","Ellie","Masterson","F","SCAR","2020 SEC","11","200","Y","Medley","43",NA,124.59,122.39,NA,4.82502834631077,4.80721266739425,NA
"10110","Vanessa","Herrmann","F","UARK","2020 SEC","11","200","Y","Medley","44",NA,119.39,122.62,NA,4.7823954453573,4.80909014233454,NA
"10210","Kate","Luft","F","SCAR","2020 SEC","11","200","Y","Medley","45",NA,124.06,122.65,NA,4.82076531954497,4.8093347707045,NA
"10310","Julia","Von Biberstein","F","UGA","2020 SEC","11","200","Y","Medley","46",NA,123.24,122.87,NA,4.81413367372847,4.81112688587948,NA
"10410","Lizzy","Colwell","F","VU","2020 SEC","11","200","Y","Medley","47",NA,124.17,123.08,NA,4.82165159442875,4.81283455045384,NA
"10510","Kacey","Oberlander","F","BAMA","2020 SEC","11","200","Y","Medley","48",NA,124.67,123.22,NA,4.82567024635688,4.81397137558642,NA
"10610","Victoria","Roubique","F","TA&M","2020 SEC","11","200","Y","Medley","49",NA,125.98,123.7,NA,4.83612316419378,4.81785927939844,NA
"10710","Caroline","Spence","F","SCAR","2020 SEC","11","200","Y","Medley","50",NA,127.25,123.8,NA,4.84615365543063,4.8186673602505,NA
"10810","Emily","Horomanski","F","SCAR","2020 SEC","11","200","Y","Medley","51",NA,125.83,123.92,NA,4.83493178960388,4.81963619610861,NA
"10910","Emily","Snyder","F","MIZZ","2020 SEC","11","200","Y","Medley","52",NA,124.15,124.49,NA,4.82149051195418,4.82422539139369,NA
"11010","Hanna","Newby","F","AUB","2020 SEC","11","200","Y","Medley","53",NA,123.73,124.62,NA,4.81810177222588,4.82526910711608,NA
"11110","Lizzy","Merriman","F","UKY","2020 SEC","11","200","Y","Medley","54",NA,124.43,124.91,NA,4.82374330878754,4.82759347797782,NA
"11210","Lauren","Thomas","F","VU","2020 SEC","11","200","Y","Medley","55",NA,127.51,125.9,NA,4.84819479289545,4.8354879410503,NA
"11310","Caitlin","Reynera","F","BAMA","2020 SEC","11","200","Y","Medley","56",NA,125.97,125.94,NA,4.83604378336421,4.8358056030606,NA
"1141","Lindsey","Gordon","F","VU","2020 SEC","11","200","Y","Medley","57",NA,126.7,126.05,NA,4.84182208732709,4.83667865363393,NA
"1151","Kaley","Buchanan","F","VU","2020 SEC","11","200","Y","Medley","58",NA,127.04,126.2,NA,4.84450199749883,4.83786795010711,NA
"1161","Allie","McDaid","F","LSU","2020 SEC","11","200","Y","Medley","59",NA,128.93,126.54,NA,4.85926962142275,4.84055846371874,NA
"1171","Kayla","Jones","F","MIZZ","2020 SEC","11","200","Y","Medley","60",NA,123.49,127.96,NA,4.81616018112973,4.85171771508132,NA
"1181","Allie","Rogers","F","UARK","2020 SEC","11","200","Y","Medley","61",NA,127.06,128.75,NA,4.84465941583839,4.85787253954385,NA
"1191","Brooke","Ellis","F","VU","2020 SEC","11","200","Y","Medley","62",NA,129.61,129.4,NA,4.86452994143528,4.8629083820668,NA
"1201","Kylie","Powers","F","TA&M","2020 SEC","11","200","Y","Medley","63",NA,129.58,131.19,NA,4.86429845102181,4.87664665409294,NA
"1221","Erika","Brown","F","TENN","2020 SEC","13","50","Y","Free","1","1",21.19,21.19,21.03,3.05352937228021,3.05352937228021,3.04594998971461
