"","First","Last","Gender","Team","Meet","EventNo","Distance","Course","Stroke","PrelimPlace","FinalPlace","SeedTime","PrelimTime","FinalTime","LogSeedTime","LogPrelimTime","LogFinalTime"
"5162","Michael","Christian","M","UKY","2014 SEC","26","100","Y","Back","34",NA,50.49,48.98,NA,3.92177529687082,3.89141205152402,NA
"5172","Michael","Covert","M","SCAR","2014 SEC","26","100","Y","Back","27",NA,49.12,48.31,NA,3.89426628383889,3.87763857856632,NA
"5182","Michael","Covert","M","SCAR","2014 SEC","37","200","Y","Back","27",NA,108.35,106.03,NA,4.68536672798237,4.66372207293771,NA
"5192","Kate","Jones","F","UKY","2014 SEC","25","100","Y","Back","29",NA,58.63,55.58,NA,4.07124651097612,4.01782342431436,NA
"5202","Sean","Lehane","M","TENN","2014 SEC","37","200","Y","Back","1","1",104.09,99.94,99.64,4.64525590952738,4.60457000591606,4.60156369039398
"5214","Anna","DeMonte","F","TENN","2014 SEC","36","200","Y","Back","20","20",119.23,116.48,116.35,4.78105440081804,4.75771958444838,4.7566028897483
"5222","Elizabeth","Beisel","F","FLOR","2014 SEC","36","200","Y","Back","2","1",114.82,113.25,110.62,4.74336568473949,4.72959776436314,4.70610090456653
"5232","Madison","Hahn","F","TENN","2014 SEC","25","100","Y","Back","22","17",55.48,54.4,53.95,4.01602259544663,3.9963641538619,3.98805769170414
"5242","Alex","Eiden","M","SCAR","2014 SEC","37","200","Y","Back","33",NA,107.78,106.7,NA,4.68009211250535,4.67002115830771,NA
"5252","Jonathan","Boland","M","SCAR","2014 SEC","26","100","Y","Back","35",NA,49.45,49.06,NA,3.90096205806872,3.89304403883034,NA
"5262","Carl","Svagerko","M","TENN","2014 SEC","26","100","Y","Back","13","16",51.57,47.37,48.17,3.94294010806287,3.85798911693566,3.87473642064213
"5272","Tynan","Stewart","M","UGA","2014 SEC","37","200","Y","Back","4","3",100.92,102.33,101.81,4.61432812377286,4.62820288509866,4.6231083311191
"5282","Daniel","Swietlicki","M","LSU","2014 SEC","26","100","Y","Back","25",NA,50.06,48.3,NA,3.91322228600363,3.87743156065853,NA
"5292","Lucas","Gerotto","M","UKY","2014 SEC","26","100","Y","Back","12","12",50.06,47.25,47.5,3.91322228600363,3.85545265393975,3.8607297110406
"5302","Grant","Grenfell","M","LSU","2014 SEC","37","200","Y","Back","30",NA,111.54,106.32,NA,4.71438327096141,4.66645341440499,NA
"5314","Caley","Oquist","F","LSU","2014 SEC","25","100","Y","Back","7","6",55.5,52.83,52.67,4.01638302075239,3.96707921117622,3.9640460334953
"5322","Christian-Paul","Homer","M","FLOR","2014 SEC","26","100","Y","Back","9","11",47.86,46.84,47.07,3.86828008248023,3.84673753872952,3.85163585541305
"5332","Lauren","Rosenberg","F","SCAR","2014 SEC","25","100","Y","Back","44",NA,56.6,57.34,NA,4.03600898520914,4.04899846045522,NA
"5343","Lauren","Rosenberg","F","SCAR","2014 SEC","36","200","Y","Back","44",NA,119.09,121.34,NA,4.7798795097799,4.79859652251415,NA
"5353","Stephen","Sobczak","M","UMIZ","2014 SEC","26","100","Y","Back","31",NA,49.19,48.58,NA,3.89569035080725,3.88321192357403,NA
"5363","James","Dagley","M","TENN","2014 SEC","26","100","Y","Back","15","15",49.27,47.6,47.96,3.89731537655587,3.86283276123737,3.87036733015931
"5373","James","Dagley","M","TENN","2014 SEC","37","200","Y","Back","22","22",107.81,105.23,105.71,4.68037041855103,4.65614843075272,4.66069949578057
"5383","Carter","Griffin","M","UMIZ","2014 SEC","37","200","Y","Back","8","6",101.67,103.22,103.6,4.62173227428707,4.63686263272058,4.64053732982538
"5393","Brittany","Gilbert","F","BAMA","2014 SEC","36","200","Y","Back","13","16",122.92,116.03,117.03,4.81153373726228,4.75384877835945,4.76243031218667
"5403","Mateo","Muzek","M","TA&M","2014 SEC","37","200","Y","Back","35",NA,109.87,106.76,NA,4.69929784871279,4.67058332453632,NA
"5415","Danielle","Galyer","F","UKY","2014 SEC","36","200","Y","Back","10","10",117.65,115.4,114.88,4.76771411517337,4.748404354074,4.74388810529991
"5423","Joseph","Patching","M","AUB","2014 SEC","37","200","Y","Back","12","10",100.98,104.09,103.57,4.61492247743077,4.64525590952738,4.64024771260079
"5433","Kevin","Behrens","M","AUB","2014 SEC","26","100","Y","Back","32",NA,49.72,48.89,NA,3.90640726664251,3.88957287659055,NA
"5443","Emily","Bos","F","AUB","2014 SEC","25","100","Y","Back","4","5",52.55,52.49,52.37,3.96176509732296,3.96062267526421,3.9583339082914
"5453","Alex","Gray","M","BAMA","2014 SEC","26","100","Y","Back","36",NA,49.89,49.11,NA,3.90982058187295,3.89406268005115,NA
"5463","Lindsay","Pierce","F","SCAR","2014 SEC","25","100","Y","Back","41",NA,55.8,56.68,NA,4.02177386938726,4.03742141482248,NA
"5473","Caroline","Petrone","F","SCAR","2014 SEC","25","100","Y","Back","46",NA,57.87,59.31,NA,4.05819911558575,4.08277792585064,NA
"5483","Jennifer","Reese","F","LSU","2014 SEC","25","100","Y","Back","32",NA,55.6,55.83,NA,4.01818320125654,4.02231135932227,NA
"5493","Jennifer","Reese","F","LSU","2014 SEC","36","200","Y","Back","45",NA,120.32,121.97,NA,4.79015486020153,4.80377511285515,NA
"5503","Lauren","Solernou","F","TENN","2014 SEC","36","200","Y","Back","31",NA,121.7,118.68,NA,4.80155899999348,4.77643079542262,NA
"5515","James","Powell","M","UGA","2014 SEC","37","200","Y","Back","5","8",105.66,102.84,103.88,4.66022639173617,4.63317438239769,4.64323638679455
"5523","Hunter","Hinson","M","BAMA","2014 SEC","37","200","Y","Back","38",NA,116.41,108.59,NA,4.75711844226015,4.68757932222881,NA
"5533","Samuel","Rairden","M","TENN","2014 SEC","26","100","Y","Back","1","3",47.85,46.01,46.05,3.86807111789896,3.82885876416738,3.82972776270132
"5543","Claire","Brandt","F","TA&M","2014 SEC","36","200","Y","Back","14","12",118.31,116.11,115.24,4.77330829826557,4.75453801763891,4.74701691021633
"5553","Erik","Frank","M","TA&M","2014 SEC","37","200","Y","Back","10","11",108.03,103.73,103.66,4.68240896632889,4.64179136944374,4.64111631276156
"5563","Maclin","Simpson","M","UKY","2014 SEC","37","200","Y","Back","37",NA,112.1,107.65,NA,4.71939133007811,4.67888522381037,NA
"5573","Danielle","Barbiea","F","UMIZ","2014 SEC","25","100","Y","Back","11","14",52.72,53.62,53.89,3.96499489019425,3.98192213280781,3.98694493194541
"5583","Sinead","Russell","F","FLOR","2014 SEC","36","200","Y","Back","3","2",111.44,113.68,111.84,4.71348632947155,4.73338748378884,4.7170692784855
"5593","Kellie","Barbiea","F","UMIZ","2014 SEC","25","100","Y","Back","40",NA,56.55,56.54,NA,4.03512520256213,4.03494835226544,NA
"5603","Kate","Jones","F","UKY","2014 SEC","36","200","Y","Back","43",NA,128,121.17,NA,4.85203026391962,4.79719451824343,NA
"5615","Tyler","Crosson","M","LSU","2014 SEC","26","100","Y","Back","40",NA,51.49,49.54,NA,3.94138761405805,3.90278042406121,NA
"5623","Rachel","Oberg","F","VU","2014 SEC","25","100","Y","Back","23","21",55.25,54.53,54.62,4.01186834039786,3.99875100893797,4.00040011604556
"5633","Rachel","Oberg","F","VU","2014 SEC","36","200","Y","Back","22","23",118.24,116.93,117,4.77271645719989,4.76157546515223,4.76217393479776
"5643","Madison","Hahn","F","TENN","2014 SEC","36","200","Y","Back","29",NA,119.89,118.36,NA,4.78657465571956,4.77373082753201,NA
"5653","Aubrey","Golbek","F","ARK","2014 SEC","25","100","Y","Back","39",NA,57.35,56.47,NA,4.04917284357538,4.03370952368475,NA
"5663","Stephanie","Kinsey","F","BAMA","2014 SEC","36","200","Y","Back","30",NA,122.97,118.61,NA,4.81194042318436,4.77584080004118,NA
"5673","Ashlee","Linn","F","FLOR","2014 SEC","36","200","Y","Back","12","13",115.65,116.02,115.56,4.75056838867745,4.75376259003792,4.74978987559803
"5683","Arianna","Bernstein","F","UMIZ","2014 SEC","25","100","Y","Back","42",NA,56.89,56.78,NA,4.04111957876256,4.03918415104483,NA
"5693","Daniel","Swietlicki","M","LSU","2014 SEC","37","200","Y","Back","16","14",108.27,104.83,105.08,4.68462810732281,4.65233999046448,4.65472196481734
"5703","Shane","Coltharp","M","LSU","2014 SEC","37","200","Y","Back","39",NA,112.07,109.28,NA,4.71912367606394,4.69391339582248,NA
"5715","Brooke","Elias","F","BAMA","2014 SEC","36","200","Y","Back","36",NA,124.11,119.03,NA,4.82116826914143,4.77937556217979,NA
"5723","Phillip","Deaton","M","BAMA","2014 SEC","26","100","Y","Back","30",NA,50.44,48.54,NA,3.92078451109672,3.88238820029846,NA
"5733","Victoria","Trost","F","UMIZ","2014 SEC","25","100","Y","Back","37",NA,56.55,56.17,NA,4.03512520256213,4.02838280654434,NA
"5743","Emily","Weaner","F","LSU","2014 SEC","25","100","Y","Back","47",NA,58.72,59.45,NA,4.07278038430626,4.08513562313679,NA
"5753","Makenna","Wilson","F","LSU","2014 SEC","25","100","Y","Back","36",NA,56.09,56.14,NA,4.02695754352025,4.02784857093374,NA
"5763","Makenna","Wilson","F","LSU","2014 SEC","36","200","Y","Back","50",NA,121.08,123.92,NA,4.79645148415352,4.81963619610861,NA
"5773","Alexandros","Theocharidis","M","TA&M","2014 SEC","26","100","Y","Back","22","20",48.16,48.16,47.89,3.87452880100057,3.87452880100057,3.86890671435452
"5783","Alexandros","Theocharidis","M","TA&M","2014 SEC","37","200","Y","Back","13","12",107.17,104.51,104.83,4.67441635872491,4.64928276060641,4.65233999046448
"5793","Kyle","Darmody","M","AUB","2014 SEC","26","100","Y","Back","3","1",47.46,46.12,45.66,3.85988725100762,3.83124669540086,3.82122264110165
"5803","John","Warner","M","SCAR","2014 SEC","26","100","Y","Back","18","17",47.92,47.86,47.33,3.86953295380719,3.86828008248023,3.85714434391816
"5815","Alexis","Mayhall","F","VU","2014 SEC","36","200","Y","Back","51",NA,124.59,125.63,NA,4.82502834631077,4.83334107901633,NA
"5823","Paige","Miller","F","TA&M","2014 SEC","25","100","Y","Back","1","1",51.36,51.43,50.91,3.93885965938171,3.94022165978682,3.93005936791424
"5832","Bailey","Scott","F","BAMA","2014 SEC","25","100","Y","Back","30",NA,58.41,55.76,NA,4.06748710805222,4.02105676645227,NA
"5843","Alexander","Glogoza","M","UMIZ","2014 SEC","26","100","Y","Back","33",NA,49.18,48.9,NA,3.89548703678805,3.88977739648083,NA
"5853","Hallie","Stupp","F","AUB","2014 SEC","25","100","Y","Back","18","19",54.99,54.15,54.3,4.00715135051972,3.991757973447,3.99452422693989
"5863","Sophie","Weber","F","LSU","2014 SEC","36","200","Y","Back","25",NA,118.01,117.39,NA,4.77076936663766,4.76550172489043,NA
"5873","Kelli","Benjamin","F","TA&M","2014 SEC","25","100","Y","Back","10","10",54.03,53.31,53.08,3.98953944785597,3.97612393083467,3.97180020946401
"5883","Emma","Saunders","F","BAMA","2014 SEC","25","100","Y","Back","26",NA,55.89,54.81,NA,4.02338547328161,4.00387265905803,NA
"5893","Daniel","Graviss","M","UMIZ","2014 SEC","37","200","Y","Back","32",NA,106.74,106.67,NA,4.6703959709058,4.66973995663739,NA
"5903","Frida","Jakobsson","F","UKY","2014 SEC","36","200","Y","Back","39",NA,122.49,119.83,NA,4.80802939399959,4.78607407169443,NA
"5915","John","Blyzinskyj","M","FLOR","2014 SEC","26","100","Y","Back","6","5",47.57,46.54,46.48,3.86220231044419,3.84031215787415,3.83902211254366
"5923","Logan","Rysemus","M","LSU","2014 SEC","26","100","Y","Back","14","14",49,47.43,47.77,3.89182029811063,3.85925493988949,3.86639782740187
"5933","Logan","Rysemus","M","LSU","2014 SEC","37","200","Y","Back","27",NA,107.92,106.03,NA,4.6813902118995,4.66372207293771,NA
"5943","Sarah","Reynolds","F","AUB","2014 SEC","25","100","Y","Back","8","7",53.31,52.85,52.75,3.97612393083467,3.96745771231625,3.96556377235618
"5953","Sarah","Reynolds","F","AUB","2014 SEC","36","200","Y","Back","17","17",115.13,116.37,114.43,4.74606192468557,4.75677477011999,4.73996328232962
"5963","Danielle","Stirrat","F","LSU","2014 SEC","25","100","Y","Back","18","24",54.71,54.15,54.73,4.00204650807573,3.991757973447,4.00241200515583
"5973","Danielle","Stirrat","F","LSU","2014 SEC","36","200","Y","Back","18","19",116.1,116.42,115.66,4.75445188870385,4.75720434184359,4.75065485273007
"5983","Sarah","Easterling","F","ARK","2014 SEC","25","100","Y","Back","35",NA,56.7,56.11,NA,4.03777421073371,4.02731404976288,NA
"5993","Sarah","Easterling","F","ARK","2014 SEC","36","200","Y","Back","47",NA,123.45,122.24,NA,4.81583621579119,4.80598632541821,NA
"6003","Sean","Lehane","M","TENN","2014 SEC","26","100","Y","Back","5","4",48.15,46.34,46.35,3.87432113824413,3.83600551900423,3.83622129201186
"6015","Jacob","Wallace","M","TA&M","2014 SEC","26","100","Y","Back","29",NA,49.9,48.35,NA,3.91002100275747,3.8784662218993,NA
"6023","Jacob","Wallace","M","TA&M","2014 SEC","37","200","Y","Back","40",NA,110.36,110.77,NA,4.70374774934908,4.70745597952884,NA
"6033","Abby","Galbreath","F","SCAR","2014 SEC","36","200","Y","Back","41",NA,121.92,119.95,NA,4.80336509193834,4.7870749892857,NA
"6043","William","Wellford","M","BAMA","2014 SEC","26","100","Y","Back","17","22",49.6,47.85,48.21,3.90399083373088,3.86807111789896,3.87556646841753
"6053","William","Wellford","M","BAMA","2014 SEC","37","200","Y","Back","11","15",108.47,104.03,105.13,4.68647363705213,4.6446793190828,4.65519767958774
"6063","Stephanie","Kinsey","F","BAMA","2014 SEC","25","100","Y","Back","15","11",55.03,53.78,53.58,4.00787849107167,3.98490165084072,3.98117586411646
"6073","Taylor","Dale","M","UGA","2014 SEC","26","100","Y","Back","2","2",47.29,46.06,45.98,3.85629885665578,3.82994489439254,3.82820651933504
"6083","Taylor","Dale","M","UGA","2014 SEC","37","200","Y","Back","19","17",105.23,105.16,103.08,4.65614843075272,4.65548299986168,4.63550538578416
"6093","Emily","Doucette","F","UMIZ","2014 SEC","25","100","Y","Back","12","16",54.25,53.66,54.55,3.99360299242057,3.98266784499748,3.99911771227908
"6105","Michele","Rielly","F","BAMA","2014 SEC","25","100","Y","Back","28",NA,56.83,55.08,NA,4.04006435530903,4.00878667386045,NA
"6115","Michele","Rielly","F","BAMA","2014 SEC","36","200","Y","Back","28",NA,122.34,118.35,NA,4.80680405381442,4.77364633595999,NA
"6123","Vlad","Caciuc","M","BAMA","2014 SEC","26","100","Y","Back","27",NA,51.01,48.31,NA,3.93202169193483,3.87763857856632,NA
"6133","Connor","Oslin","M","BAMA","2014 SEC","26","100","Y","Back","8","6",48.48,46.83,46.77,3.88115134176106,3.84652402319545,3.84524197173779
"6143","Amanda","Rutqvist","F","SCAR","2014 SEC","27","100","Y","Breast","21","20",62.8,61.81,61.68,4.13995507347415,4.12406516367118,4.12195972925507
"6153","Tanner","Anderson","M","UKY","2014 SEC","39","200","Y","Breast","33",NA,127.98,126.38,NA,4.85187400171131,4.83929324134531,NA
"6163","Richard","Munch","M","FLOR","2014 SEC","28","100","Y","Breast","13","14",55.58,54.12,54.23,4.01782342431436,3.99120380330259,3.99323426085297
"6173","Olivia","Boggs","F","UGA","2014 SEC","38","200","Y","Breast","13","13",133.71,131.56,131.12,4.89567327562657,4.87946302132086,4.87611293443557
"6183","Nicole","Daniels","F","ARK","2014 SEC","27","100","Y","Breast","6","7",60.27,59.63,60.18,4.09883446749495,4.08815880313501,4.0973400712019
"6193","Lauren","Stoeckle","F","UMIZ","2014 SEC","38","200","Y","Breast","22","23",132.15,134.93,135.51,4.8839376410503,4.9047561254427,4.90904543833462
"6203","Miranda","Mercke","F","UMIZ","2014 SEC","38","200","Y","Breast","37",NA,139.94,140.73,NA,4.94121375931775,4.94684316100848,NA
"6215","Szymmy","Day","M","BAMA","2014 SEC","28","100","Y","Breast","28",NA,57.52,55.54,NA,4.05213271341279,4.01710348187865,NA
"6223","Szymmy","Day","M","BAMA","2014 SEC","39","200","Y","Breast","13","15",122.25,118.27,118.82,4.80606812835498,4.77297014626303,4.77760974292759
"6233","Kendra","Crew","F","UKY","2014 SEC","38","200","Y","Breast","17","22",138.9,133.96,134.21,4.9337542497603,4.897541247926,4.89940573740971
"6243","Amanda","Rutqvist","F","SCAR","2014 SEC","38","200","Y","Breast","15","10",133.25,133,130.07,4.89222706304595,4.89034912822175,4.86807276707565
"6253","Edward","Mapel","M","UMIZ","2014 SEC","39","200","Y","Breast","16","12",120.1,119.11,117.54,4.78832472908594,4.78004743589281,4.7667787011845
"6263","Devin","McCaffrey","M","LSU","2014 SEC","28","100","Y","Breast","34",NA,57.8,56.34,NA,4.05698877567833,4.03140476244823,NA
"6273","Mary","Soderberg","F","ARK","2014 SEC","27","100","Y","Breast","33",NA,64.49,64.4,NA,4.16651017302229,4.16511363311031,NA
"6283","John","Mattern","M","UGA","2014 SEC","39","200","Y","Breast","30",NA,127.39,123.5,NA,4.8472532471217,4.81624115606803,NA
"6293","Miranda","Mercke","F","UMIZ","2014 SEC","27","100","Y","Breast","32",NA,63.2,64.28,NA,4.14630430115281,4.16324854086931,NA
"6303","Emily","Cameron","F","UGA","2014 SEC","27","100","Y","Breast","13","13",61.73,61.22,61,4.1227700364058,4.11447393351727,4.11087386417331
"6315","Silas","Dejean","M","LSU","2014 SEC","28","100","Y","Breast","17","18",55.65,54.42,54.23,4.01908207772155,3.9967317333551,3.99323426085297
"6323","Tanner","Anderson","M","UKY","2014 SEC","28","100","Y","Breast","36",NA,57.21,56.4,NA,4.04672870828044,4.03246915850401,NA
"6333","Kendra","Crew","F","UKY","2014 SEC","27","100","Y","Breast","26",NA,64.29,62.83,NA,4.1634040981536,4.14043266641486,NA
"6343","Ashley","McGregor","F","TA&M","2014 SEC","38","200","Y","Breast","2","5",129.03,127.84,127.38,4.86004493546375,4.85077948201796,4.84717474494322
"6353","Kevin","Leithold","M","SCAR","2014 SEC","28","100","Y","Breast","12","13",53.57,53.88,54.06,3.98098920989287,3.98675935154216,3.9900945408483
"6363","Breeja","Larson","F","TA&M","2014 SEC","27","100","Y","Breast","1","1",58.29,57.76,57.28,4.06543055205746,4.05629649458457,4.04795152265239
"6373","Ashley","McGregor","F","TA&M","2014 SEC","27","100","Y","Breast","4","5",60.4,59.55,59.7,4.10098910494077,4.08681629580131,4.08933202039856
"6383","Yuliya","Banach","F","ARK","2014 SEC","27","100","Y","Breast","25",NA,62.6,62.81,NA,4.13676527810605,4.14011429646629,NA
"6393","Nicole","Daniels","F","ARK","2014 SEC","38","200","Y","Breast","12","11",129.34,131.5,130.32,4.86244459601845,4.87900685161782,4.86999296429379
"6403","Igor Georgij","Kozlovskij","M","UMIZ","2014 SEC","28","100","Y","Breast","9","10",53.64,53.65,53.48,3.98229505841348,3.98248146907671,3.97930775223374
"6415","Katharine","Ross","F","UMIZ","2014 SEC","38","200","Y","Breast","14","15",131.44,132.85,132.71,4.87855047372901,4.88922067220582,4.88816629644916
"6423","Patricia","Burchell","F","BAMA","2014 SEC","38","200","Y","Breast","6","7",134.53,129.59,128.43,4.90178722249745,4.86437562044732,4.85538400882496
"6433","Colleen","Callahan","F","TENN","2014 SEC","38","200","Y","Breast","33",NA,135.2,138.71,NA,4.90675516360886,4.9323854227752,NA
"6443","William","Heidler","M","UKY","2014 SEC","39","200","Y","Breast","27",NA,131.63,121.74,NA,4.87999495643732,4.80188762306578,NA
"6453","Kathryn","Coughlin","F","VU","2014 SEC","38","200","Y","Breast","43",NA,144.1,144.41,NA,4.97050750300548,4.97265647613847,NA
"6463","Katie","Kearbey","F","ARK","2014 SEC","38","200","Y","Breast","42",NA,148.15,144.32,NA,4.99822527401957,4.97203305631431,NA
"6473","Olivia","Boggs","F","UGA","2014 SEC","27","100","Y","Breast","15","15",62.22,61.24,61.47,4.13067649146949,4.11480057078948,4.11854925091892
"6483","Franko","Jonker","F","TA&M","2014 SEC","27","100","Y","Breast","11","11",60.75,60.16,60.33,4.10676708222066,4.09700767964158,4.09982949245267
"6493","Natasha","Lloyd","F","AUB","2014 SEC","38","200","Y","Breast","20","21",140.65,134.55,133.91,4.94627453493587,4.90193587717291,4.89716793250747
"6503","Molly","Hannis","F","TENN","2014 SEC","27","100","Y","Breast","2","2",59.18,59.05,58.22,4.08058364697206,4.07838454264337,4.06422893831748
"6514","Lauren","Stoeckle","F","UMIZ","2014 SEC","27","100","Y","Breast","13","14",61.22,61.22,61.43,4.11447393351727,4.11447393351727,4.11789831517584
"6523","Michael","Duderstadt","M","AUB","2014 SEC","39","200","Y","Breast","7","7",116.2,117.33,116.15,4.75531284441781,4.76499047743553,4.75488245921642
"6533","Rebecca","Young","F","VU","2014 SEC","38","200","Y","Breast","38",NA,149.61,140.76,NA,5.00803190822614,4.94705631245338,NA
"6543","Torrey","Bussey","F","LSU","2014 SEC","38","200","Y","Breast","23","19",136.11,135.4,133.42,4.91346338234398,4.90823336047817,4.89350204728137
"6553","Gabriel","Rooker","M","LSU","2014 SEC","39","200","Y","Breast","14","16",121.28,118.48,118.93,4.79810192189406,4.77474416995954,4.77853508473915
"6563","Erika","McGovern","F","ARK","2014 SEC","27","100","Y","Breast","38",NA,64.41,65.39,NA,4.1652689005588,4.18036934157318,NA
"6573","Renato","Prono","M","TENN","2014 SEC","28","100","Y","Breast","11","11",54.79,53.69,53.49,4.00350769555032,3.98322676443448,3.97949472054316
"6583","Hrafnhildur","Luthersdottir","F","FLOR","2014 SEC","27","100","Y","Breast","7","6",59.55,59.91,59.94,4.08681629580131,4.09284343609583,4.09334406188852
"6593","Ricardo","Alvarado Jiminez","M","LSU","2014 SEC","39","200","Y","Breast","10","11",120.74,117.73,117.22,4.79363947336828,4.76839386709011,4.76405251104828
"6603","Garrett","House","M","LSU","2014 SEC","39","200","Y","Breast","23","20",122.9,120.19,119.2,4.81137101657199,4.7890738239647,4.78080275463125
"6615","Ricardo","Alvarado Jiminez","M","LSU","2014 SEC","28","100","Y","Breast","15","16",55.73,54.22,54.39,4.02051860158145,3.99304984407052,3.99618031343487
"6623","Molly","Hannis","F","TENN","2014 SEC","38","200","Y","Breast","5","4",130.45,128.52,127.14,4.87099001158274,4.85608453424766,4.84528884150826
"6633","Katrina","Keirns","F","UKY","2014 SEC","38","200","Y","Breast","35",NA,140.42,139.21,NA,4.9446379315891,4.93598358440048,NA
"6643","Annie","Lazor","F","AUB","2014 SEC","38","200","Y","Breast","0",NA,136.21,133.39,NA,4.91419781245925,4.89327716815295,NA
"6653","Austin","Hirstein","M","TENN","2014 SEC","28","100","Y","Breast","35",NA,57.86,56.37,NA,4.05802629954799,4.03193710209348,NA
"6663","Colleen","O'Neil","F","LSU","2014 SEC","27","100","Y","Breast","22","22",62.63,62.2,62.19,4.13724439653732,4.13035499974513,4.1301942151158
"6673","Clint","Johnson","M","TENN","2014 SEC","28","100","Y","Breast","33",NA,58.53,56.26,NA,4.06953944330313,4.02998380306171,NA
"6683","Patricia","Burchell","F","BAMA","2014 SEC","27","100","Y","Breast","3","3",61.35,59.23,59.17,4.11659517115692,4.08142817028887,4.0804146566886
"6692","Igor Georgij","Kozlovskij","M","UMIZ","2014 SEC","39","200","Y","Breast","5","4",115.23,116.61,114.95,4.74693013102592,4.75883503353224,4.74449725120919
"6703","Natasha","Lloyd","F","AUB","2014 SEC","27","100","Y","Breast","19","17",62.75,61.53,60.8,4.13915857801189,4.1195248607524,4.10758978897212
"6715","Yuliya","Banach","F","ARK","2014 SEC","38","200","Y","Breast","16","16",132.98,133.68,136.31,4.89019874097431,4.89544888428714,4.91493170358275
"6723","Mark","Conroy","M","UMIZ","2014 SEC","39","200","Y","Breast","0",NA,124.08,0,NA,4.82092651886828,-Inf,NA
"6733","Eduardo","Solaeche-Gomez","M","FLOR","2014 SEC","28","100","Y","Breast","3","3",53.67,52.62,52.43,3.98285418618874,3.96309627561215,3.95947894658444
"6743","Ross","Dibblin","M","TENN","2014 SEC","28","100","Y","Breast","18","20",55.47,54.48,54.56,4.01584233406714,3.99783366184126,3.99930101353521
"6753","Silas","Dejean","M","LSU","2014 SEC","39","200","Y","Breast","19","24",121.48,119.5,120.06,4.79974964017755,4.78331637137157,4.7879916178237
"6763","Ross","Dibblin","M","TENN","2014 SEC","39","200","Y","Breast","0",NA,123.04,122.21,NA,4.81250950575733,4.80574087644991,NA
"6773","Sam","Tierney","M","UMIZ","2014 SEC","28","100","Y","Breast","5","5",53.17,53.06,53.03,3.97349432751625,3.97142334870959,3.97085779114904
"6783","Sam","Tierney","M","UMIZ","2014 SEC","39","200","Y","Breast","9","9",114.36,117.5,116.03,4.73935136745411,4.76643833358421,4.75384877835945
"6793","Annie","Lazor","F","AUB","2014 SEC","27","100","Y","Breast","17","21",64.02,61.33,61.7,4.15919553454172,4.11626911963789,4.12228393091134
"6803","Derek","Onken","M","UGA","2014 SEC","39","200","Y","Breast","28",NA,124.8,121.96,NA,4.82671245593533,4.80369312212005,NA
"6815","Michael","Duderstadt","M","AUB","2014 SEC","28","100","Y","Breast","7","4",53.2,53.31,52.67,3.9740583963476,3.97612393083467,3.9640460334953
"6823","Rebecca","Young","F","VU","2014 SEC","27","100","Y","Breast","35",NA,69.17,64.54,NA,4.23656724261249,4.16728518662382,NA
"6833","Annie","Zhu","F","UGA","2014 SEC","38","200","Y","Breast","4","3",128.35,128.39,127.01,4.85476090731715,4.85507250660299,4.84426582351623
"6843","Stephanie","Klotz","F","BAMA","2014 SEC","27","100","Y","Breast","24","23",63.81,62.61,62.47,4.15590991788026,4.13692500975722,4.13468644150548
"6853","Colleen","Callahan","F","TENN","2014 SEC","27","100","Y","Breast","23","24",62.78,62.6,63.59,4.13963655141381,4.13676527810605,4.15245622527932
"6863","Renato","Prono","M","TENN","2014 SEC","39","200","Y","Breast","25",NA,126.27,120.52,NA,4.83842247145059,4.7918157142621,NA
"6873","Anton","McKee","M","BAMA","2014 SEC","28","100","Y","Breast","1","2",54.06,52.4,51.7,3.9900945408483,3.958906591327,3.94545778151438
"6883","Nicolas","Fink","M","UGA","2014 SEC","39","200","Y","Breast","2","2",115.09,113.62,111.95,4.7457144309804,4.73285954712898,4.71805234304476
"6893","Catherine","Brueckbauer","F","UKY","2014 SEC","38","200","Y","Breast","39",NA,142.02,141.25,NA,4.95596789275395,4.95053137002655,NA
"6903","Christian","Riess","M","UGA","2014 SEC","39","200","Y","Breast","26",NA,125.73,120.89,NA,4.83413675060509,4.7948810412139,NA
"6914","Jessica","Kopcso","F","LSU","2014 SEC","38","200","Y","Breast","36",NA,140.93,140.63,NA,4.94826331320342,4.94613232788216,NA
"6923","Lauren","Egan","F","VU","2014 SEC","27","100","Y","Breast","31",NA,64.93,64.15,NA,4.1733097665204,4.16122409106165,NA
"6933","Malique","Elder","M","LSU","2014 SEC","28","100","Y","Breast","38",NA,59.39,58.51,NA,4.08412586202777,4.06919767980015,NA
"6943","Alexander","Vance","M","SCAR","2014 SEC","28","100","Y","Breast","22","19",57.08,54.96,54.49,4.04445379260864,4.00660564791409,3.99801719859501
"6952","Alexander","Vance","M","SCAR","2014 SEC","39","200","Y","Breast","5","8",121.28,116.61,116.47,4.79810192189406,4.75883503353224,4.75763372911456
"6962","Ellen","Johnson","F","SCAR","2014 SEC","27","100","Y","Breast","29",NA,65.4,63.29,NA,4.18052225846315,4.14772733878721,NA
"6972","Forrest","Davis","M","AUB","2014 SEC","28","100","Y","Breast","23","23",55.03,55.01,55.13,4.00787849107167,4.00751498688737,4.00969403260159
"6982","Garrett","House","M","LSU","2014 SEC","28","100","Y","Breast","32",NA,57.7,56.11,NA,4.05525717351405,4.02731404976288,NA
"6992","Pavel","Romanov","M","BAMA","2014 SEC","28","100","Y","Breast","9","9",56.21,53.65,53.23,4.02909467701398,3.98248146907671,3.97462214718467
